,logFC,AveExpr,t,P.Value,adj.P.Val,B
TAF12,0.519057504665283,5.06498564370606,3.63612434658421,0.000537784606647298,0.00972861527654645,-0.547062821103654
TAF13,0.624608972693812,7.15226719977475,3.61146905789158,0.000582371531130723,0.0103502247619713,-0.621021667664628
TAF1C,0.587108932932876,6.70524642745107,3.57425636898953,0.000656385551494218,0.0113865319189306,-0.732012470879313
TAF6,0.57655658513441,4.08758053426207,3.55942498528064,0.000688307886842067,0.0117997908638075,-0.776033419402408
TAF9,0.511070267586542,4.85630215574545,3.55071344754285,0.000707740200281704,0.0120057802116191,-0.801832524685093
TARBP2,0.632828405376888,5.89136787997437,3.48269516977093,0.000878409293032752,0.0140224348003917,-1.00178864903851
TCEB3,0.973610484557671,9.40516098275498,3.43893056563159,0.00100812066787842,0.0156335927249195,-1.12904107621962
TH1L,0.662435124598248,8.70612762863938,3.435444048089,0.00101919886527633,0.0157505479048152,-1.13913081487407
LMAN1,0.702992350139822,5.89264863240467,3.41997058408027,0.00106976952107078,0.0163842486002236,-1.18382416427906
ALPP,0.547022996209379,4.57849869201504,3.3737010041723,0.00123551755277817,0.0179242608357114,-1.31662773730644
GPR55,-0.806279340419691,4.32503743903575,-12.5861229692999,2.43575987130482E-19,2.71209682870435E-15,33.1387132084934
TTTY1,-0.760605095000349,4.3778556156098,-11.036809171268,9.71799241974461E-17,3.09157104564704E-13,27.4724014536121
