,logFC,AveExpr,t,P.Value,adj.P.Val,B
COX7A2L,1.04060134148975,9.93156647129073,10.4608166575322,1.37865869600739E-11,1.33484132614733E-09,16.4519198024803
NMNAT1,1.62394078317351,5.57746584846915,10.4148929071177,1.59989830347066E-11,1.51609086468034E-09,16.3062587608581
PDX1,1.06879375068821,4.21167049015465,10.3550063123411,1.75815134143256E-11,1.65199460853846E-09,16.2094267116754
MFSD12,0.895942697764561,4.24524696789829,10.3401880596539,1.81925942123983E-11,1.70223059040294E-09,16.1753478760435
CALHM6-AS1,2.95888081029049,4.61872287980548,10.356714428166,1.84694405817124E-11,1.71373321797564E-09,16.1636898069431
ESR2,1.29312546435422,4.31485414125558,10.287438270598,2.05501645896633E-11,1.87553940675087E-09,16.0537972685735
HORMAD2,0.92583355239435,3.31684774968986,10.2678918137583,2.15012881090576E-11,1.94639099553091E-09,16.0086624775686
LAMA5-AS1,1.3551107675151,5.03130038054484,10.2383695074094,2.30656607889576E-11,2.07955141744654E-09,15.9387133227163
RPLP0P1,1.28278304838571,4.97926731207696,10.2256929879833,2.37114335964324E-11,2.12915288209255E-09,15.9110472163156
MCPH1-DT,1.21900123762225,3.49096571710868,10.1985594332758,2.52541829078932E-11,2.24954159670349E-09,15.848155683662
LRTM2,1.33705715697488,4.59633206879903,10.1726065694377,2.68428647379393E-11,2.37207839225862E-09,15.7873235391637
SLC8A3,0.76577355246309,4.10063955302375,10.1620926487959,2.74909791388857E-11,2.41974946420492E-09,15.7634761354959
SCN8A,0.888422887420516,3.95006693539275,10.1545046172937,2.79813573704639E-11,2.45321593418449E-09,15.7458336101834
BANF2,0.839460873844785,3.56925716275931,10.1351106495409,2.92758034074742E-11,2.54665182062907E-09,15.7007067283786
LMAN1L,1.08580977686624,5.37184739130812,10.0878210817726,3.26954192596487E-11,2.78963330073991E-09,15.590459845823
COPS9,0.935030074288031,3.78671999179971,10.0751831135151,3.3676748858317E-11,2.85151148412875E-09,15.5609460326221
AMELY,0.805216222193561,3.80695899018309,10.0667053282433,3.43518935378517E-11,2.8976602924031E-09,15.5411356188669
ARID1A,1.23961195127927,4.39166961943263,10.0410891927708,3.64772989300592E-11,3.06533196178675E-09,15.4812187223882
SIX5,1.51522326667713,5.01290669466177,10.0283349943013,3.88962594368221E-11,3.24412285168011E-09,15.4194389490445
PCDHAC1,0.898535250728857,4.09720550164929,10.0040645685186,3.97897728503203E-11,3.29397193904752E-09,15.3944614842864
MPG,1.18794557388546,4.01552262610383,9.99361070886121,4.07796758284861E-11,3.3634170408317E-09,15.369932373867
PTGDR2,1.30435211576961,5.57992884566079,9.98973127886079,4.11534105875058E-11,3.36928419254841E-09,15.3608258822392
ASB8,1.18125972604927,6.10485794571028,9.94964442684129,4.52268423130494E-11,3.67575383747918E-09,15.2666085116473
RAPGEF1,0.760584856287847,3.53724452200501,9.93029472804282,4.73385092742544E-11,3.83338641101226E-09,15.2210530607207
OR4A1P,1.08740863884014,3.68360538348483,9.92749931362049,4.76518141890272E-11,3.84168539875345E-09,15.2144675909771
PRDM6-AS1,1.16476743692504,5.1826827833575,9.91733876554977,4.88085751137349E-11,3.89576401149736E-09,15.1905224064739
ZNF611,0.764691572072777,3.03003745382902,9.8930936792699,5.16863654159577E-11,4.08157330300696E-09,15.133328363911
NBPF2P,1.53904184926433,4.94961515678383,9.90412836675254,5.23836940945398E-11,4.12202291092335E-09,15.122657090987
MIR615,1.19278180774468,5.10642298492723,9.87948113879273,5.3377656667226E-11,4.15673012333366E-09,15.1011817947391
HOXC5,1.19278180774468,5.10642298492723,9.87948113879273,5.3377656667226E-11,4.15673012333366E-09,15.1011817947391
LIG3,0.70173187209181,3.66128663089951,9.87795001457527,5.35714017421869E-11,4.15673012333366E-09,15.0975644230994
RNU6-913P,0.951722056022267,3.17280436671169,9.85106917818046,5.70925614129338E-11,4.38411810380904E-09,15.0340054807204
CDK5R2,0.828790754996966,4.19785265737028,9.83846980906077,5.88236353025252E-11,4.41670001873826E-09,15.0041811782994
MRGPRE,1.14827938755655,4.26492853673894,9.83500726548243,5.93087097576336E-11,4.43203240802934E-09,14.995981156591
LINC01756,0.598724498971846,4.64435778061189,9.81120566345272,6.27557977300949E-11,4.61224046089598E-09,14.9395703476192
RPL21P2,1.10902699133447,3.92858318917028,9.79406837113552,6.53641097975035E-11,4.72595247104093E-09,14.8989070073639
LINGO1-AS2,0.867558071221063,4.58556534329851,9.77295983327425,6.87299483562804E-11,4.93033081908602E-09,14.8487663423561
SEZ6,1.13991344192244,4.26950348532481,9.74372545769585,7.36866852102397E-11,5.24258400302501E-09,14.7792246538981
SMARCC1,2.10396987084543,6.9877645496417,9.69888160969083,8.60197938307522E-11,6.04282267765622E-09,14.6280462901967
GJD4,0.990551063337065,4.00530070928903,9.62407076432884,9.810203269755E-11,6.79134274606133E-09,14.4933938697164
LINC02249,0.968205083678916,4.40713512611192,9.61574967244035,1.00081005600538E-10,6.90001211677517E-09,14.4734446855021
CDH20,0.731466496136116,3.19035343849549,9.61009410093312,1.01449312143589E-10,6.97276151890613E-09,14.4598805537581
A1BG-AS1,1.35964338991591,4.4285494519849,9.57408681315368,1.12837795990854E-10,7.6376440088764E-09,14.3550337441388
MIOX,1.04868625042528,4.35737150524166,9.54913107440032,1.17472175652288E-10,7.92723599879032E-09,14.3133950367907
NTN3,0.979789598043982,4.31369027806631,9.54767186256371,1.17885935312187E-10,7.9311235452178E-09,14.3098826151119
CAMKK1,1.05847603500229,4.906733759845,9.53821329641869,1.2060429720863E-10,8.06527656017709E-09,14.2871082422121
TFAP2E,0.856333632755181,4.99840570971041,9.52206482543311,1.25394370234479E-10,8.36050069087312E-09,14.2481980043405
ATP6V0E1P2,0.778595949089779,4.34299802087549,9.51711777017414,1.26900394440365E-10,8.43565636952979E-09,14.2362708847868
C11orf21,1.01843898043588,4.31640641277906,9.49341124904765,1.34378188707256E-10,8.90615441762468E-09,14.1790697607794
YTHDF3-DT,1.38021127329246,5.0964241875714,9.48741395717921,1.39604483473013E-10,9.22508083816178E-09,14.1426780852719
N4BP2L2-IT2,0.918459961017188,3.75148525936439,9.46730874230575,1.43134664596243E-10,9.40255411768063E-09,14.1159997252517
CARMIL3,1.33710710100258,5.72815305523247,9.44700491039052,1.53108838862618E-10,9.99877047692564E-09,14.0500328461334
TRIM67,0.858292084418915,5.07251351187351,9.42194374224554,1.59766303294826E-10,1.03726991488994E-08,14.0061681923159
LSAMP-AS1,1.14138678662631,4.42483307219211,9.41833990589403,1.61169463398908E-10,1.03974435148645E-08,13.9974311787231
RUBCN,0.776412897267367,3.82672527422634,9.4161836105258,1.62015038827876E-10,1.03974435148645E-08,13.9922026950558
C1QTNF4,0.836594692963733,3.99757736563036,9.40497562565716,1.66483791403166E-10,1.06489401010872E-08,13.9650160027121
LINC01580,0.822777002696379,3.5637632193109,9.37502101015657,1.79055820565522E-10,1.12957339041745E-08,13.8922733607961
NSUN7,0.88571403774835,3.28087570144762,9.37043051374379,1.81066516479535E-10,1.1390311456166E-08,13.8811149805358
TENM1,0.913420929800634,3.31581835508528,9.36353312361389,1.84131150512322E-10,1.14857607584283E-08,13.8643437629224
INO80C,0.756718674541773,4.52852262485167,9.36200314173101,1.84818104013613E-10,1.14964088220088E-08,13.8606226957237
CENPO,1.05132318320053,5.6951866835335,9.34416446465318,1.93023629615224E-10,1.1874152508015E-08,13.8172139877721
C1orf53,1.69491717401593,5.09309121789227,9.35894312819276,1.94745849889767E-10,1.19470945762954E-08,13.8116817333257
LINC00968,1.0991641573876,3.71580663962524,9.33490433760191,1.97429043818401E-10,1.20784268593186E-08,13.7946634500956
GADL1,0.82360371851876,2.97231273058433,9.32369742803626,2.02898370062581E-10,1.22781081601185E-08,13.7673565969794
MAP1LC3C,0.922355063917948,4.09873176073919,9.32082880493172,2.04323081410518E-10,1.22974883781914E-08,13.7603641650588
GHRLOS,0.762709169687726,5.42643072854271,9.31170971763635,2.08920397288312E-10,1.25065815247673E-08,13.738128507915
LCE1E,0.819196013762562,4.97595553852425,9.29713805664173,2.16487168764265E-10,1.29054590144574E-08,13.7025742390147
WIPI2,0.885734412456047,3.44803446807602,9.29665522933825,2.16742631973014E-10,1.29054590144574E-08,13.7013956702311
OR10J1,0.825448999061543,3.97994648222491,9.28712723612764,2.21847399008585E-10,1.31741859427258E-08,13.6781316657912
KNCN,0.769172891468862,4.05677610669759,9.24941252178071,2.43289696859922E-10,1.42950349851546E-08,13.5859256585896
LSMEM1,0.88028685934098,3.69400057678528,9.22971506511804,2.55319078161854E-10,1.49623698725956E-08,13.5376926441946
ACP4,1.08207767623546,5.32045594328449,9.21934605423971,2.61894013029568E-10,1.51396844604978E-08,13.5122811496766
LINC00112,1.00545263429257,3.98023635365331,9.21885075917606,2.62212372662487E-10,1.51396844604978E-08,13.5110669604625
MTLN,2.0190432694284,7.18262391843307,9.2365718522644,2.6231833200637E-10,1.51396844604978E-08,13.5139921580176
COPG1,1.28799395253711,8.25283405555771,9.21868074168016,2.65965823034914E-10,1.52256887227879E-08,13.4979113157699
HEYL,1.13171958535204,6.09450330261719,9.19664681226246,2.76898238717332E-10,1.5770452373392E-08,13.4566012801703
DEFB106B,1.19045940011844,5.26729233212227,9.18953005219305,2.81781096537109E-10,1.59668784701905E-08,13.4391300284917
DEFB106A,1.19045940011844,5.26729233212227,9.18953005219305,2.81781096537109E-10,1.59668784701905E-08,13.4391300284917
TEX13B,0.754061494173589,4.64607534989053,9.16962298280321,2.95912080488028E-10,1.66826990389567E-08,13.3902231110548
CEROX1,0.839459448167799,4.80006182574092,9.16223146933538,3.01341480808841E-10,1.69032076476879E-08,13.3720503652313
HMMR-AS1,1.5320133656137,3.37979981418965,9.16891077371208,3.09543415601038E-10,1.72330558050488E-08,13.3485290077072
DRC3,0.730843350286738,4.24301444639938,9.14415625422632,3.15051464375246E-10,1.74524404481899E-08,13.3275797836719
CCNB3,0.685649838071971,4.02231813694326,9.13688988303591,3.20741079836863E-10,1.76796611556612E-08,13.3096899085949
ARHGAP39,1.34307772063501,4.86804847658168,9.11818851065402,3.43950525020388E-10,1.88656015804902E-08,13.2416936500821
TSHB,0.713160509966204,3.63648151160168,9.09410793134094,3.56435596959126E-10,1.95023693088029E-08,13.2042165723974
TAS2R40,0.67926510970863,2.76025605686062,9.08715844594135,3.62605996276042E-10,1.9742965601641E-08,13.1870603252528
HAPLN4,0.923295154026726,3.58176286151923,9.08588187955559,3.63751260594322E-10,1.97570166394511E-08,13.1839081516837
CYP11B1,0.84900533118726,3.72204930178426,9.07054653713266,3.77801641158631E-10,2.03711010822314E-08,13.1460241260977
TNFRSF10A-DT,1.11608003424087,4.93339712102053,9.05977131383341,3.88004587152915E-10,2.08204196417067E-08,13.1193864320236
LINC02925,0.946427802404721,5.02575467596509,9.0438499602576,4.03598151273408E-10,2.15533027115288E-08,13.0799983707016
ATP9B,0.92068096149705,3.50492645713945,9.0425197055078,4.04929655986188E-10,2.15726758592259E-08,13.0767058967347
FZD4-DT,0.892343201216012,4.15305052568367,9.03273038400805,4.14867201042422E-10,2.19968516666993E-08,13.0524693450776
MYO18A,0.961857630217752,3.9442156630324,9.01184789127282,4.36906856066541E-10,2.31104008972585E-08,13.000725249761
LCNL1,0.791434241307391,4.74296977356203,9.00048088990126,4.49402794577504E-10,2.37150493659868E-08,12.9725347582873
INKA2,1.2277895225387,5.20987001817446,8.92473926389558,5.47740103255972E-10,2.86329210314724E-08,12.7754677835603
NOTCH3,0.742168196724712,4.40782820871379,8.90483281755165,5.70137916071577E-10,2.95953409160791E-08,12.7346403745968
MIR6795,0.742168196724712,4.40782820871379,8.90483281755165,5.70137916071577E-10,2.95953409160791E-08,12.7346403745968
H4C14,1.12768788539714,4.31829226147434,8.90030676105582,5.76611219922129E-10,2.97924715926819E-08,12.7233529600379
H4C15,1.12768788539714,4.31829226147434,8.90030676105582,5.76611219922129E-10,2.97924715926819E-08,12.7233529600379
TEP1,2.00208853787797,4.46216600968892,8.91471344449697,5.79636075272177E-10,2.98794346301762E-08,12.7214033439402
MRGPRX4,0.836117375411451,3.44228157326441,8.89491765970686,5.84416851101569E-10,3.00563022105793E-08,12.7099096564904
MAS1L,0.956435809493132,3.6107233710969,8.89008335538781,5.9151069366895E-10,3.0281268131756E-08,12.6978470179509
PFKFB4,0.895865887312226,4.84533673505916,8.88803959457721,5.94536086292636E-10,3.03663396918594E-08,12.6927464538881
LCN6,0.783519598823151,3.8212443742675,8.87820327525014,6.0931939144107E-10,3.10132967315613E-08,12.6681904017117
ZNF708,1.28468511716457,3.77806032977367,8.88194896300082,6.1592626595138E-10,3.12438770306863E-08,12.6590208754238
SMBD1P,1.02553158024917,4.32657400646413,8.87052107764771,6.21125878753375E-10,3.13647442039885E-08,12.6490030756257
HNRNPL,1.49361510271617,7.94516893007081,8.87647415529681,6.37466399245778E-10,3.20445581146822E-08,12.6263153341593
SLC16A11,0.822086696460594,5.05889975337012,8.85279119481856,6.49274116223524E-10,3.25113140833055E-08,12.6046902860581
CCDC116,0.869922686254509,4.33420443234241,8.80754438748175,7.2716248929568E-10,3.61454943618873E-08,12.4914140512707
RPL7P52,-2.15773742064291,9.87409431555194,-25.8582090182913,3.07150724628495E-22,6.83993948675194E-18,40.1121213814886
CLXN,-1.2654672243449,3.88772788471044,-20.8449689892727,1.51818199655303E-19,1.03281331306965E-15,34.3576395135707
DYNLT2,-1.37349788001559,4.60794923538273,-20.721523795035,1.79746037276432E-19,1.03281331306965E-15,34.1979559035022
BRPF3,-1.9597639549969,5.62154711317107,-20.660867172954,1.95359062887328E-19,1.03281331306965E-15,34.1191364853388
