,logFC,AveExpr,t,P.Value,adj.P.Val,B
LRRC46,0.682139439874871,4.27484098272322,7.08446978536992,2.53397274616945E-08,3.24304822324411E-06,9.0775925113926
WNT16,0.506007363997385,4.62669763243032,7.02921009874286,2.97424083687215E-08,3.6281604323497E-06,8.92110547575693
KDM8,0.649782974622728,4.37538199384109,7.00378412659355,3.21975286804043E-08,3.85487508701034E-06,8.84407223964648
IQCN,0.508436493445182,4.20033640723704,7.00003645814453,3.24839538003629E-08,3.86836987796942E-06,8.83525432101125
LYPD5,0.594617721538318,4.02207751292782,6.98624177663562,3.38677206033944E-08,3.99047761966662E-06,8.79463579492394
C1orf53,0.834506025141056,4.75352281014672,6.98523426070907,3.46405299701331E-08,4.06005243107839E-06,8.77420979189137
ANGEL2,0.538034896521215,3.4813845103859,6.92061463678751,4.1311101851628E-08,4.67475381757242E-06,8.60118972084454
SUN5,0.50699308713666,4.76559940666272,6.83379877078324,5.37559553333562E-08,5.83947009423663E-06,8.34478108505833
ARHGAP39,0.709345323707669,4.57221037361369,6.83299481828593,5.45917433854997E-08,5.90147346335773E-06,8.33082861895204
SLC25A17,0.864033542698155,6.25724041127109,6.73058536981863,7.48995447963151E-08,7.47954243528762E-06,8.02331292969837
KLHDC7B,0.572958579072833,5.04374933939778,6.64662838381261,9.50126372657166E-08,9.11998456582001E-06,7.79017648607218
PSEN2,0.674710465039561,4.33163571871432,6.63973909055412,9.80503456403988E-08,9.2877192572372E-06,7.76044225283994
MRPL50,0.937026064269606,7.10902993816533,6.62474701957609,1.03338650183136E-07,9.35466829645636E-06,7.70989050746904
SLC24A3-AS1,0.536262995861946,3.65570549232889,6.60442331783569,1.08068154359072E-07,9.62508287629112E-06,7.66480788715274
DBR1,0.852965560219212,5.96931794588792,6.60705623001837,1.09058246447115E-07,9.63737337353493E-06,7.65743389798632
TCF3,0.659154813552976,4.03493125169535,6.58158043453371,1.16899303797193E-07,1.02489393553531E-05,7.58910243624874
BTF3P12,0.602952095144609,4.73418833250248,6.56806407421406,1.20904411117037E-07,1.0558511102609E-05,7.55563091457034
DMAC2L,0.709262875959188,5.58044737205698,6.55790560210424,1.26366949703939E-07,1.07998098301869E-05,7.51377585131674
RPS4XP3,0.880211488241131,4.79412489157471,6.55445141445281,1.28019864136418E-07,1.07998098301869E-05,7.50134148212004
SPPL2C,0.58256920479303,3.80731007624777,6.54340722137705,1.30202918058273E-07,1.09414671027912E-05,7.48337807215624
UFL1,1.03994951945977,7.36356697832609,6.52660128458566,1.39368468812237E-07,1.15805837014168E-05,7.41863904688928
ABRAXAS2,0.825991775466594,5.99305948062584,6.49339456126742,1.5423117114387E-07,1.26378574814235E-05,7.31997471958145
ZNF324B,0.596659201747962,4.59959738346404,6.45835578247898,1.69147797677032E-07,1.33100788214481E-05,7.22874381457398
ATRIP,0.646754829825075,5.38898360499311,6.39078435125263,2.09597964632507E-07,1.609495542897E-05,7.02069801012703
LURAP1,0.56546370970697,5.45077855090501,6.37528761992164,2.17803345462487E-07,1.64974921772249E-05,6.9824671128785
CARNMT1,0.916977211292445,6.61882462254128,6.32225398414419,2.60248480226157E-07,1.92540644722801E-05,6.81061708554838
LINC02875,0.508203274480892,6.06809717568841,6.29747979994391,2.76495348588261E-07,2.03210393323828E-05,6.75020301576181
LINC02401,0.655610943291073,3.73762838415819,6.18996027220264,3.89114830027417E-07,2.71636305638889E-05,6.41878908856638
HIKESHI,0.897341427799019,6.82759748418484,6.1596998855448,4.28304565464256E-07,2.91679338480841E-05,6.32571072902789
HIKESHIP2,0.897341427799019,6.82759748418484,6.1596998855448,4.28304565464256E-07,2.91679338480841E-05,6.32571072902789
ONECUT2,0.570717336444678,4.11522618741447,6.14889115526087,4.37203284021031E-07,2.96831705239766E-05,6.3044409181654
MYL3,0.533929629025204,4.73301280628704,6.07481051806575,5.4806238170312E-07,3.50712677532954E-05,6.08436634424214
RHBDL1,0.654098873796084,3.96687785969361,6.05681728685535,5.86178402898507E-07,3.72960195832767E-05,6.02016972738302
TNNT3,0.503755608165737,4.72756458594716,6.05174464920403,5.88371797802501E-07,3.73289218383587E-05,6.01532014089397
NOS2,0.818416889612377,5.54098112625173,6.05186811694951,5.96368393691204E-07,3.77287720429245E-05,6.00361051510479
HOXC11,0.660358721971241,4.96301701160049,6.0198556011756,6.57122799314029E-07,4.04487399306218E-05,5.90909266751077
BRAP,0.776550150775162,4.81996860210936,5.99480121138834,7.10651755590999E-07,4.31212641560108E-05,5.83304929643836
TP53BP2,0.578080975830606,7.6402300608956,5.9502875242861,8.08106520668095E-07,4.76077357374545E-05,5.7071698232688
USP49,0.563999809405072,4.77937828306527,5.93876884172244,8.3594671949221E-07,4.88900223976593E-05,5.67406036518103
ZNF260,0.833804991906851,5.85266337463663,5.94177045969465,8.36458688468643E-07,4.88900223976593E-05,5.67450775348557
HASPIN,1.00931706142647,4.52205052139802,5.93297118272649,8.59394666471361E-07,4.97087268250668E-05,5.64819817089035
FZD9,0.593866117973699,4.42422247744435,5.90580623061834,9.28651415505986E-07,5.30259958253918E-05,5.57217806306933
ABO,0.597924430510837,5.36562709361494,5.90056686403417,9.44248400338853E-07,5.37786895834934E-05,5.55603798938421
ZNF670,0.793194925395345,4.29454584674039,5.88370984594296,9.99940806844367E-07,5.65169589533432E-05,5.50089640697779
RNU6ATAC7P,0.572906799989899,4.08206260269787,5.86636511543225,1.04665115471867E-06,5.82696864110751E-05,5.45567033406548
ARL15,0.621710777800169,4.47925638071036,5.8468944214549,1.11689298841494E-06,6.11107861400793E-05,5.39305975795256
EEF1DP5,0.512767850943767,4.88601417199406,5.8251333947847,1.1823255596599E-06,6.37511086878121E-05,5.33660974707785
HAUS6,1.08437980416247,4.75713948936506,5.82712414084462,1.19002681940568E-06,6.38571258827593E-05,5.33167881263686
HAUS6P3,1.08437980416247,4.75713948936506,5.82712414084462,1.19002681940568E-06,6.38571258827593E-05,5.33167881263686
TDRKH-AS1,0.529144850868852,4.37039055286554,5.80155105263087,1.27206179365202E-06,6.7931760390496E-05,5.26554709613492
LINC00265,0.777204695002452,4.315096396348,5.77204671497199,1.40974177046144E-06,7.40413667132213E-05,5.16697198621131
CHAD,0.513701541747159,4.11140939333629,5.71567317132154,1.65669085545062E-06,8.42302480822602E-05,5.00873145718059
SLC7A14,0.650308455741342,3.49796286636557,5.69969916998054,1.76119525194347E-06,8.77406198333986E-05,4.95064670396451
GFI1,0.5526696605693,3.75268538311414,5.69064034641885,1.79759103345104E-06,8.91549102982654E-05,4.92992624529927
ARPC3,0.787790208456025,5.00621828127597,5.671913695807,1.91837935093235E-06,9.44613208776605E-05,4.86758094181501
IMPACT,0.912173084485039,5.39747563745598,5.6698828849782,1.93040329130798E-06,9.46875570355448E-05,4.86151018494286
C2orf15,1.02382420206378,4.16259042417154,5.61452605709476,2.28882776006428E-06,0.000108677836650046,4.69605771883742
TBX4,0.507652690862194,4.00655574699708,5.60477355155862,2.33172465908844E-06,0.000110010967019577,4.67668691075965
PTPN13,1.39211881324275,5.51986896760225,5.60387816477133,2.36504527439722E-06,0.000110645363898218,4.66423973915413
ADAM23,0.53507850765901,5.47214744374104,5.59130569960061,2.43886000247849E-06,0.000113384078069298,4.63345806117607
KRT18P38,0.547522675969328,3.89847143703269,5.59083574703568,2.44528529666583E-06,0.00011344595473219,4.6310414176605
GEMIN2,1.08404680671176,4.85725022969601,5.55547850935846,2.74472809131451E-06,0.000124232418425778,4.51964547948491
NUP50-DT,0.569104237147245,4.50446075641413,5.55191368024225,2.76408475025021E-06,0.000124776033228656,4.51235442036501
FCF1,0.569065848747849,7.14678943796281,5.54793474890409,2.79814127737373E-06,0.000125628645374668,4.50046354545575
STRN3,0.718504617750981,6.06086559894098,5.4410891901956,3.9017642152856E-06,0.000161502578643485,4.17818099485697
RPS17P5,0.639380313134128,7.77904015030551,5.4107165009136,4.28354163153803E-06,0.000174069687212994,4.08759533561832
GAPDHP73,0.58179508576637,7.1379529659303,5.37504139539475,4.77263378704303E-06,0.000187445823286881,3.98251344198049
ITPR2,1.25110412732903,6.28421563278893,5.37034328591564,4.84928330673246E-06,0.000189965254859645,3.96724524355403
AVPR1A,0.529982511210616,4.31588018848626,5.36238284165296,4.94159732913924E-06,0.00019272229583643,3.9482506141396
RPS26,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P47,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P15,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P3,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P28,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P8,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P58,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
RPS26P6,0.600139060893044,12.5806415614266,5.35253469899495,5.12153711513352E-06,0.000195964793843485,3.91425053671146
PSPN,0.537268390362067,3.88261540182881,5.34900451557063,5.15331236493676E-06,0.000196842389459308,3.90766467679442
METTL15P1,0.629965825884942,4.06861183622518,5.33575183901692,5.39287211869146E-06,0.00020493834336372,3.864191589747
BHLHA15,1.10482853902872,5.19598564104067,5.3276861843838,5.52811046388579E-06,0.000208653376136055,3.84017135644212
ZNF891,0.547495957278594,3.46938312631287,5.29540575975813,6.08484088196149E-06,0.000227354566443625,3.74672239473604
NDUFB11,0.535407245442846,10.2966318481128,5.28857851013423,6.20724993475734E-06,0.000231539780229667,3.72727721159668
YPEL1,0.530385339383865,4.8639555346075,5.28094511046502,6.35189295260577E-06,0.000235358243197301,3.70489268094919
TMEM200C,0.582841429883447,4.05189234647489,5.25039861779677,7.00494459546102E-06,0.000256146323803483,3.61055646892375
LAIR2,0.72471434011462,5.17738513967587,5.24873302810921,7.04395045869118E-06,0.000257150381581301,3.6052317553534
SNHG28,0.592693687949528,4.51030769701169,5.19065550173544,8.41701281719852E-06,0.000298106532435814,3.43265447241768
SNHG8,0.884275379105073,9.0258113102503,5.15981635429894,9.25119991753114E-06,0.00031989902323525,3.34110912250862
ACSL4,1.13585000237161,4.9974556998639,5.15559556712264,9.3715917707571E-06,0.000323325087459254,3.32858511818942
NDST2,0.643690198639322,4.12449797958809,5.13545606807408,9.96784150706905E-06,0.000339929345361288,3.26884497399104
CAMK2G,0.643690198639322,4.12449797958809,5.13545606807408,9.96784150706905E-06,0.000339929345361288,3.26884497399104
GTF2F1,0.784483801161394,4.63365739449093,5.10662967950915,1.08874601426599E-05,0.000366797049798627,3.18339066071356
GTF2H1,0.600121497727757,5.81694918449843,5.10053651365309,1.10923859922998E-05,0.000371453148364699,3.16533616613563
GTF2H3,0.515690111703126,8.35266682768228,5.09412304228484,1.12694491994829E-05,0.00037504234421024,3.1494876648983
GTF2H5,0.760925213198977,3.65770430880325,5.08171986076484,1.17497355015112E-05,0.000388211958283611,3.109600044166
GTF2F1,1.32906313047827,5.22202480699666,5.06656663508471,1.230712395091E-05,0.00040422911985666,3.06473653090275
GTF2H1,-2.68637776487252,8.08057382387722,-30.0435297635547,4.00101434439763E-27,8.90985884353909E-23,47.7770805130645
GTF2H3,-0.869787924418599,4.27656105130759,-15.1273776357877,3.41185554390371E-17,3.79893055535959E-13,28.5709567470403
TIAM1,-0.892957998425719,4.15195351009307,-14.4498562250482,1.41822970835611E-16,1.05275191251274E-12,27.2553209948969
POLR3F,-1.52799843730598,4.66884989964898,-13.7837830265906,6.43183087054096E-16,2.86460883312153E-12,25.8478413255747
TMEM184C,-1.37607426577407,7.58117220225044,-13.498562759238,1.18508016641097E-15,4.39842503763433E-12,25.2772848749221
TMCC2,-0.687014762061025,3.72702983164,-12.5787499739121,9.39978592547141E-15,2.61654790967904E-11,23.3315137131501
RBP3,-0.865814635225903,4.6292264716742,-12.4893190772022,1.16027362141608E-14,2.87090369725718E-11,23.1327141422032
LHX3,-0.646990455315618,4.03238601156681,-11.8731454938319,5.08220977893609E-14,1.13175729567128E-10,21.7337770873153
ARPC3P3,-1.01293993297542,10.8825268485991,-11.6005913889583,9.91516944351783E-14,1.84000756948082E-10,21.098461803897
MCMBP,-1.39212046107242,6.02071262565428,-11.4199622302441,1.6324147507253E-13,2.27201525524386E-10,20.6240671272957
KCNJ9,-0.716844098063817,4.12911118672565,-10.8417489782514,6.69754670540226E-13,7.45738337913015E-10,19.2751458765326
STPG3,-0.603306025025553,4.44933232943445,-10.682325890881,1.00992488272747E-12,1.02227350970263E-09,18.8817883011206
NANOS3,-0.934917811961056,5.47094405846774,-10.538699527688,1.46626883664681E-12,1.41966698796903E-09,18.5243234670083
MRTFB,-0.728415848979832,3.61659795113467,-10.4346193956196,1.92433905850685E-12,1.73631387235232E-09,18.2634542113114
TRIM43,-0.506751788010245,3.73117917961748,-10.3896430255633,2.16517074636114E-12,1.73631387235232E-09,18.1502482804887
TRIM43CP,-0.506751788010245,3.73117917961748,-10.3896430255633,2.16517074636114E-12,1.73631387235232E-09,18.1502482804887
TRIM43B,-0.506751788010245,3.73117917961748,-10.3896430255633,2.16517074636114E-12,1.73631387235232E-09,18.1502482804887
PREX2,-0.562154147603481,3.78178690409442,-10.3864908430676,2.1831599275165E-12,1.73631387235232E-09,18.1423034361276
ZNF624,-0.764491956187588,3.51275239763326,-10.2830954454868,2.86592855001782E-12,2.12737876267823E-09,17.8809206301687
HOXC8,-1.02358063604811,5.2381699218478,-10.247569753317,3.21577758694318E-12,2.31006938979476E-09,17.7707617044847
TMEM263-DT,-0.891724604260396,5.0511030459816,-10.0195422348221,5.77091398656319E-12,3.89431768384169E-09,17.2077948375369
TEX13B,-0.593140867096071,3.99626181210493,-9.93377457620991,7.26135190060102E-12,4.75597192572012E-09,16.986616334785
USP48,-0.738516057688723,4.23782670734977,-9.75796696739427,1.16636941819509E-11,6.83728705893626E-09,16.5299896277576
C10orf71,-0.520697747622544,3.97812707527209,-9.59849654680291,1.79904113695409E-11,9.65252359097004E-09,16.1120267834935
HCG22,-0.603172402007536,4.43702803998541,-9.34904629742604,3.56707899583337E-11,1.65490171162944E-08,15.451087521275
SNAPC5P1,-0.532585829566217,3.74105004632075,-9.32489408537624,3.8131198542095E-11,1.69828732066783E-08,15.3866342013124
VIT,-0.514846970184254,3.62011009891703,-8.89541505199575,1.2641525784624E-10,4.66310595656702E-08,14.2271318838527
